product_id,department_id,department,product_name
,4,Sports,Product_10_Sport
432,5,Sports,Product_432_Sell
212,3,Electronics,Product_212_Site
635,4,Clothing,Product_635_Be
139,3,Toys,Product_139_Factor
314,3,Clothing,Product_314_Always
,6,Clothing,Product_818_Real
782,5,Toys,Product_782_Newspaper
304,1,Electronics,Product_304_Free
516,6,Electronics,Product_516_Any
485,3,Home,Product_485_Sea
52,6,Clothing,Product_52_Size
239,4,Clothing,Product_239_Music
,2,Sports,Product_416_Present
202,3,Books,Product_202_Our
211,4,Sports,Product_211_Song
56,6,Sports,Product_56_Available
487,5,Books,Product_487_Policy
,2,Books,Product_2_There
323,6,Clothing,Product_323_Understand
761,1,Electronics,Product_761_Mention
301,5,Books,Product_301_Allow
194,3,Books,Product_194_Us
712,2,Sports,Product_712_Successful
380,4,Books,Product_380_View
,1,Toys,Product_505_Exist
756,2,Sports,Product_756_Whose
112,6,Sports,Product_112_About
867,3,Sports,Product_867_Heavy
46,3,Sports,Product_46_Message
207,5,Home,Product_207_Finally
880,5,Clothing,Product_880_Force
891,5,Sports,Product_891_Real
308,1,Books,Product_308_Contain
216,3,Books,Product_216_Need
495,1,Sports,Product_495_Maintain
923,2,Clothing,Product_923_For
3,4,Books,Product_3_Hand
,3,Sports,Product_125_Food
408,4,Electronics,Product_408_Across
581,2,Home,Product_581_Push
299,3,Toys,Product_299_Song
60,2,Toys,Product_60_Fly
66,6,Home,Product_66_Very
285,5,Electronics,Product_285_Still
475,4,Home,Product_475_Blue
49,5,Electronics,Product_49_Hour
340,5,Toys,Product_340_Floor
531,4,Toys,Product_531_Attack
847,4,Books,Product_847_Others
768,6,Clothing,Product_768_Cold
850,6,Books,Product_850_Can
938,3,Electronics,Product_938_Pick
375,3,Home,Product_375_Event
,4,Sports,Product_13_Audience
785,1,Sports,Product_785_Him
642,5,Home,Product_642_Strong
,4,Home,Product_395_Attorney
251,1,Sports,Product_251_Take
851,4,Toys,Product_851_Beat
593,4,Home,Product_593_Enjoy
955,2,Home,Product_955_Loss
658,6,Electronics,Product_658_Remember
195,2,Clothing,Product_195_Either
539,3,Books,Product_539_Blue
144,1,Toys,Product_144_Former
132,2,Clothing,Product_132_Save
95,4,Electronics,Product_95_Right
237,1,Sports,Product_237_About
273,4,Toys,Product_273_Much
478,1,Clothing,Product_478_Race
653,3,Books,Product_653_Total
422,2,Home,Product_422_Majority
37,2,Electronics,Product_37_Myself
156,5,Electronics,Product_156_Simply
941,6,Toys,Product_941_Movement
362,2,Electronics,Product_362_Reveal
119,4,Electronics,Product_119_Our
172,1,Clothing,Product_172_By
579,4,Sports,Product_579_Respond
113,4,Sports,Product_113_Almost
690,1,Sports,Product_690_Kid
389,3,Toys,Product_389_Way
480,1,Home,Product_480_Money
733,6,Sports,Product_733_Wall
790,1,Toys,Product_790_Piece
408,4,Electronics,Product_408_Across
876,6,Electronics,Product_876_Person
767,6,Clothing,Product_767_Believe
209,2,Home,Product_209_Two
313,3,Home,Product_313_Quickly
75,5,Clothing,Product_75_About
387,3,Toys,Product_387_Leave
258,6,Home,Product_258_Space
439,1,Home,Product_439_See
492,6,Books,Product_492_Discussion
973,2,Home,Product_973_Former
795,3,Toys,Product_795_Sister
911,1,Toys,Product_911_Describe
296,5,Sports,Product_296_Professor
436,6,Sports,Product_436_Result
668,1,Books,Product_668_Myself
886,2,Toys,Product_886_Civil
501,4,Books,Product_501_Word
276,5,Books,Product_276_Glass
12,2,Books,Product_12_Contain
370,2,Books,Product_370_West
791,3,Home,Product_791_Interest
877,5,Toys,Product_877_Field
648,3,Sports,Product_648_Wind
619,3,Books,Product_619_Model
811,2,Books,Product_811_Let
268,3,Sports,Product_268_Reflect
838,1,Home,Product_838_Assume
169,5,Books,Product_169_Table
843,1,Home,Product_843_Bag
983,3,Clothing,Product_983_Fund
509,2,Books,Product_509_Partner
963,5,Home,Product_963_Imagine
878,5,Home,Product_878_Nor
574,5,Books,Product_574_Ahead
612,6,Electronics,Product_612_Each
24,1,Electronics,Product_24_Group
607,1,Clothing,Product_607_Available
587,4,Home,Product_587_Wait
845,2,Sports,Product_845_Clear
694,6,Toys,Product_694_Spring
457,3,Clothing,Product_457_Into
641,5,Electronics,Product_641_Official
533,6,Clothing,Product_533_Rich
977,4,Sports,Product_977_Certain
834,4,Electronics,Product_834_Fly
305,5,Sports,Product_305_Economic
21,6,Clothing,Product_21_Executive
504,5,Toys,Product_504_Nothing
73,1,Clothing,Product_73_Measure
841,2,Home,Product_841_Along
247,3,Toys,Product_247_Through
833,5,Home,Product_833_Successful
715,2,Toys,Product_715_Family
999,1,Electronics,Product_999_Machine
,2,Sports,Product_42_Magazine
676,3,Electronics,Product_676_Decade
716,3,Electronics,Product_716_Place
634,4,Electronics,Product_634_Surface
248,5,Clothing,Product_248_Five
857,4,Home,Product_857_Ten
753,4,Clothing,Product_753_Defense
15,3,Toys,Product_15_That
346,5,Books,Product_346_Four
962,5,Home,Product_962_Prove
129,1,Clothing,Product_129_Region
902,6,Electronics,Product_902_Risk
636,6,Home,Product_636_Month
705,4,Home,Product_705_Song
807,3,Toys,Product_807_Above
364,6,Clothing,Product_364_Ground
922,4,Sports,Product_922_Word
559,4,Toys,Product_559_Style
830,4,Toys,Product_830_Across
213,3,Books,Product_213_Participant
936,3,Toys,Product_936_Test
414,1,Sports,Product_414_High
566,1,Electronics,Product_566_While
621,3,Clothing,Product_621_Rather
175,2,Home,Product_175_Animal
120,6,Books,Product_120_Sign
116,4,Sports,Product_116_Yes
828,1,Clothing,Product_828_Research
778,6,Electronics,Product_778_But
952,2,Books,Product_952_Become
249,4,Toys,Product_249_Election
368,4,Home,Product_368_Issue
,1,Home,Product_325_Voice
801,1,Toys,Product_801_Customer
211,4,Sports,Product_211_Song
418,2,Toys,Product_418_Either
334,6,Books,Product_334_Must
826,1,Clothing,Product_826_Wide
456,1,Home,Product_456_Democrat
287,4,Toys,Product_287_Possible
67,4,Books,Product_67_Wonder
918,3,Clothing,Product_918_Into
864,3,Clothing,Product_864_Address
779,5,Clothing,Product_779_Tough
307,5,Electronics,Product_307_Visit
253,6,Clothing,Product_253_Notice
500,2,Toys,Product_500_Know
861,2,Electronics,Product_861_Develop
808,5,Sports,Product_808_Feel
844,3,Books,Product_844_Hear
115,4,Clothing,Product_115_Company
261,2,Books,Product_261_Lay
467,2,Toys,Product_467_Own
423,1,Home,Product_423_Type
743,5,Sports,Product_743_Friend
885,6,Books,Product_885_Interview
149,2,Clothing,Product_149_Consumer
278,5,Clothing,Product_278_Care
693,2,Toys,Product_693_Whose
34,3,Clothing,Product_34_Real
872,6,Sports,Product_872_Road
164,4,Electronics,Product_164_Part
842,5,Sports,Product_842_History
677,6,Books,Product_677_Treat
995,6,Sports,Product_995_Clear
990,2,Books,Product_990_Ahead
38,6,Clothing,Product_38_Agent
859,4,Toys,Product_859_Produce
602,1,Electronics,Product_602_Good
805,5,Sports,Product_805_Like
252,6,Home,Product_252_Hand
969,5,Toys,Product_969_War
110,6,Sports,Product_110_Western
603,4,Books,Product_603_Body
933,1,Toys,Product_933_Culture
589,3,Clothing,Product_589_Try
61,5,Toys,Product_61_Mean
288,1,Home,Product_288_Tree
583,6,Home,Product_583_Machine
507,1,Home,Product_507_Next
945,1,Home,Product_945_Bar
1000,1,Clothing,Product_1000_Red
14,1,Home,Product_14_Job
683,3,Books,Product_683_Simple
552,3,Home,Product_552_Contain
,4,Clothing,Product_519_Study
161,3,Sports,Product_161_Wrong
400,5,Books,Product_400_Him
820,6,Books,Product_820_Task
272,2,Electronics,Product_272_Address
71,5,Home,Product_71_Condition
665,3,Clothing,Product_665_Several
522,5,Sports,Product_522_Safe
658,6,Electronics,Product_658_Remember
191,2,Electronics,Product_191_Money
190,4,Toys,Product_190_Current
231,3,Home,Product_231_Young
680,6,Sports,Product_680_Remain
310,3,Home,Product_310_So
17,6,Electronics,Product_17_Own
632,3,Clothing,Product_632_Cup
930,4,Sports,Product_930_Eye
585,5,Books,Product_585_So
188,6,Books,Product_188_Social
121,5,Sports,Product_121_Positive
442,4,Clothing,Product_442_Voice
65,3,Books,Product_65_Nothing
18,4,Sports,Product_18_Prove
225,4,Sports,Product_225_Huge
713,4,Sports,Product_713_Traditional
477,6,Electronics,Product_477_Size
16,5,Electronics,Product_16_Member
535,1,Books,Product_535_Read
871,6,Electronics,Product_871_Practice
187,5,Electronics,Product_187_Church
208,4,Books,Product_208_To
527,3,Clothing,Product_527_Our
591,5,Home,Product_591_Item
875,2,Clothing,Product_875_Appear
905,4,Home,Product_905_Exist
731,6,Books,Product_731_Blood
223,6,Books,Product_223_Real
567,1,Home,Product_567_Person
511,3,Books,Product_511_Management
939,4,Books,Product_939_Cut
356,6,Sports,Product_356_Law
787,3,Clothing,Product_787_Future
542,3,Toys,Product_542_Sport
550,3,Home,Product_550_Water
219,3,Toys,Product_219_Name
413,1,Home,Product_413_Team
229,6,Home,Product_229_Listen
718,3,Clothing,Product_718_Eight
726,5,Electronics,Product_726_Yet
339,1,Clothing,Product_339_Small
168,4,Sports,Product_168_Low
,2,Electronics,Product_369_Both
916,6,Books,Product_916_Letter
549,4,Clothing,Product_549_Computer
,2,Home,Product_957_Miss
427,5,Electronics,Product_427_Two
829,1,Clothing,Product_829_Likely
800,3,Electronics,Product_800_Body
512,6,Home,Product_512_What
654,3,Books,Product_654_Race
908,3,Books,Product_908_Culture
670,3,Home,Product_670_Big
137,6,Clothing,Product_137_Dark
266,5,Clothing,Product_266_Trial
385,4,Toys,Product_385_Tonight
433,2,Toys,Product_433_Easy
355,2,Sports,Product_355_Plan
255,6,Toys,Product_255_Mother
468,2,Sports,Product_468_Any
956,2,Home,Product_956_Necessary
198,4,Books,Product_198_Material
806,4,Sports,Product_806_Dark
555,1,Sports,Product_555_Need
560,1,Books,Product_560_Far
806,4,Sports,Product_806_Dark
189,5,Sports,Product_189_Really
679,4,Sports,Product_679_State
140,3,Sports,Product_140_New
584,6,Sports,Product_584_Kitchen
793,5,Electronics,Product_793_Process
497,6,Clothing,Product_497_Whose
444,4,Clothing,Product_444_Guess
,3,Clothing,Product_865_Work
954,3,Electronics,Product_954_Fund
332,2,Electronics,Product_332_Away
766,3,Home,Product_766_May
410,5,Clothing,Product_410_Forward
747,1,Books,Product_747_Trip
243,6,Sports,Product_243_Article
937,4,Clothing,Product_937_Recently
204,5,Toys,Product_204_Truth
981,5,Books,Product_981_Economy
598,5,Toys,Product_598_Face
837,3,Books,Product_837_Air
758,6,Home,Product_758_Challenge
103,4,Home,Product_103_Successful
833,5,Home,Product_833_Successful
601,3,Clothing,Product_601_Specific
,5,Toys,Product_717_Why
545,6,Sports,Product_545_Here
812,1,Electronics,Product_812_Service
195,2,Clothing,Product_195_Either
,5,Clothing,Product_502_Style
367,4,Home,Product_367_Beautiful
490,2,Clothing,Product_490_Investment
708,4,Clothing,Product_708_Article
543,2,Electronics,Product_543_Short
508,6,Books,Product_508_Personal
246,1,Sports,Product_246_Also
568,5,Sports,Product_568_Community
238,2,Sports,Product_238_Movement
351,1,Home,Product_351_House
399,3,Electronics,Product_399_Water
,1,Home,Product_90_Direction
666,2,Electronics,Product_666_Base
417,1,Electronics,Product_417_Other
174,3,Books,Product_174_Job
548,3,Books,Product_548_Have
754,3,Sports,Product_754_Result
699,1,Clothing,Product_699_Station
944,2,Sports,Product_944_Change
171,4,Sports,Product_171_Draw
388,6,Home,Product_388_Many
569,2,Toys,Product_569_Letter
,2,Toys,Product_298_South
532,3,Electronics,Product_532_Defense
557,3,Toys,Product_557_Matter
322,4,Sports,Product_322_Two
914,6,Toys,Product_914_Create
376,1,Toys,Product_376_Respond
771,5,Electronics,Product_771_Budget
655,6,Home,Product_655_Part
563,2,Clothing,Product_563_Ball
404,5,Books,Product_404_Answer
183,3,Sports,Product_183_Read
483,6,Electronics,Product_483_Common
94,2,Toys,Product_94_Pick
994,3,Home,Product_994_Professional
192,2,Toys,Product_192_Participant
971,2,Electronics,Product_971_Seven
326,5,Home,Product_326_Father
23,2,Toys,Product_23_Organization
241,3,Toys,Product_241_Responsibility
732,5,Electronics,Product_732_Music
200,1,Sports,Product_200_Perhaps
11,2,Clothing,Product_11_Parent
284,3,Toys,Product_284_Health
459,3,Home,Product_459_Get
403,5,Sports,Product_403_Return
71,5,Home,Product_71_Condition
831,5,Electronics,Product_831_Wait
239,4,Clothing,Product_239_Music
35,5,Clothing,Product_35_Carry
605,4,Home,Product_605_Whose
269,6,Toys,Product_269_Plan
821,2,Sports,Product_821_Wonder
,2,Home,Product_638_Wind
341,1,Clothing,Product_341_A
985,6,Toys,Product_985_Money
214,3,Sports,Product_214_Region
293,5,Electronics,Product_293_Thousand
479,3,Home,Product_479_Stop
181,1,Clothing,Product_181_Style
315,2,Home,Product_315_Key
1,4,Books,Product_1_Store
746,5,Sports,Product_746_Can
524,4,Clothing,Product_524_Open
777,1,Books,Product_777_Sort
368,4,Home,Product_368_Issue
124,3,Toys,Product_124_All
915,6,Home,Product_915_Poor
264,5,Books,Product_264_Space
701,4,Sports,Product_701_Pick
9,6,Toys,Product_9_Face
275,6,Sports,Product_275_System
306,1,Toys,Product_306_Whom
256,6,Sports,Product_256_Buy
464,4,Books,Product_464_Game
989,4,Electronics,Product_989_Of
924,5,Toys,Product_924_Top
213,3,Books,Product_213_Participant
235,5,Sports,Product_235_Offer
319,5,Books,Product_319_Could
776,6,Home,Product_776_Much
328,1,Toys,Product_328_Successful
215,5,Books,Product_215_Final
792,3,Clothing,Product_792_Size
25,1,Electronics,Product_25_South
992,3,Electronics,Product_992_Throw
662,1,Books,Product_662_Best
122,1,Books,Product_122_Something
148,4,Clothing,Product_148_Realize
398,3,Clothing,Product_398_Us
655,6,Home,Product_655_Part
799,1,Electronics,Product_799_Mean
271,3,Sports,Product_271_Former
312,1,Sports,Product_312_Coach
646,4,Home,Product_646_Whether
,5,Books,Product_482_Add
281,5,Books,Product_281_Couple
77,1,Books,Product_77_Recent
762,4,Toys,Product_762_Phone
822,6,Home,Product_822_Soldier
722,1,Sports,Product_722_Scene
772,6,Sports,Product_772_Nothing
82,5,Books,Product_82_Mean
6,1,Sports,Product_6_Woman
928,3,Sports,Product_928_Bad
882,4,Toys,Product_882_Manage
143,1,Home,Product_143_Civil
484,2,Sports,Product_484_Point
681,1,Toys,Product_681_Edge
40,6,Clothing,Product_40_Condition
,5,Home,Product_599_Win
723,2,Toys,Product_723_Central
344,2,Home,Product_344_Rather
978,1,Clothing,Product_978_Listen
327,5,Home,Product_327_Easy
29,4,Home,Product_29_Cause
904,2,Toys,Product_904_Instead
948,6,Electronics,Product_948_Any
627,5,Toys,Product_627_Home
755,5,Toys,Product_755_Truth
725,4,Books,Product_725_Push
383,1,Books,Product_383_Control
564,5,Toys,Product_564_Once
342,5,Toys,Product_342_Agency
55,1,Books,Product_55_Seek
824,2,Toys,Product_824_This
28,2,Electronics,Product_28_End
,4,Home,Product_729_Other
660,1,Books,Product_660_Beautiful
228,6,Toys,Product_228_Land
856,4,Clothing,Product_856_Long
750,3,Books,Product_750_Me
151,5,Home,Product_151_Position
526,3,Clothing,Product_526_Market
669,1,Toys,Product_669_Tree
823,6,Books,Product_823_Current
165,2,Home,Product_165_Leg
86,2,Home,Product_86_Other
577,3,Books,Product_577_Decade
128,4,Sports,Product_128_Present
,5,Home,Product_529_City
706,1,Home,Product_706_Like
381,6,Books,Product_381_Also
493,4,Books,Product_493_List
639,1,Home,Product_639_Treat
257,2,Toys,Product_257_Physical
142,6,Electronics,Product_142_Again
205,2,Sports,Product_205_Project
166,3,Sports,Product_166_Source
429,1,Books,Product_429_Would
541,5,Home,Product_541_Will
515,2,Toys,Product_515_Senior
392,1,Clothing,Product_392_Language
289,3,Clothing,Product_289_Although
686,2,Electronics,Product_686_Entire
452,5,Clothing,Product_452_Eight
898,6,Toys,Product_898_Road
972,2,Electronics,Product_972_Worry
697,3,Toys,Product_697_Writer
884,5,Home,Product_884_Cost
245,6,Home,Product_245_Strategy
547,4,Books,Product_547_Morning
240,5,Sports,Product_240_General
709,5,Clothing,Product_709_Pass
292,6,Sports,Product_292_Option
703,1,Toys,Product_703_Focus
244,6,Clothing,Product_244_Measure
374,3,Toys,Product_374_Center
924,5,Toys,Product_924_Top
45,1,Toys,Product_45_Certain
652,6,Clothing,Product_652_Police
170,4,Books,Product_170_New
890,3,Sports,Product_890_Hair
167,6,Sports,Product_167_Party
158,5,Electronics,Product_158_Business
616,3,Clothing,Product_616_New
135,5,Clothing,Product_135_Receive
345,2,Clothing,Product_345_Onto
809,1,Sports,Product_809_Appear
946,1,Clothing,Product_946_Ever
553,1,Toys,Product_553_Along
679,4,Sports,Product_679_State
104,3,Home,Product_104_Across
303,1,Electronics,Product_303_Majority
770,2,Home,Product_770_Close
907,4,Sports,Product_907_Get
797,2,Sports,Product_797_Position
893,2,Books,Product_893_But
197,3,Home,Product_197_Itself
892,6,Toys,Product_892_Kid
849,1,Home,Product_849_Score
220,3,Home,Product_220_Yourself
974,5,Sports,Product_974_Program
870,3,Home,Product_870_Whether
372,5,Electronics,Product_372_Claim
19,3,Sports,Product_19_Add
752,3,Home,Product_752_Church
521,6,Toys,Product_521_Seven
250,4,Sports,Product_250_Great
940,4,Books,Product_940_Whatever
810,2,Electronics,Product_810_Morning
806,4,Sports,Product_806_Dark
337,2,Books,Product_337_System
942,1,Toys,Product_942_Me
780,3,Toys,Product_780_Whom
997,2,Home,Product_997_Outside
657,4,Toys,Product_657_Take
610,1,Home,Product_610_Store
798,2,Clothing,Product_798_Sister
402,6,Clothing,Product_402_Guess
52,6,Clothing,Product_52_Size
901,5,Clothing,Product_901_Step
145,5,Sports,Product_145_Onto
597,4,Toys,Product_597_Reason
934,3,Electronics,Product_934_Material
738,4,Books,Product_738_Great
154,3,Home,Product_154_Cover
618,4,Books,Product_618_Civil
259,1,Home,Product_259_Attack
815,2,Home,Product_815_Try
396,1,Books,Product_396_Family
572,3,Toys,Product_572_View
97,5,Home,Product_97_Charge
927,4,Sports,Product_927_Improve
995,6,Sports,Product_995_Clear
,2,Electronics,Product_343_Talk
,1,Books,Product_967_Or
613,6,Books,Product_613_Different
347,6,Books,Product_347_Recently
419,1,Clothing,Product_419_Within
397,6,Home,Product_397_Thought
290,2,Books,Product_290_Have
935,4,Books,Product_935_Owner
373,5,Books,Product_373_Country
163,1,Toys,Product_163_He
625,2,Home,Product_625_Everyone
536,1,Sports,Product_536_Mr
744,5,Clothing,Product_744_Should
450,4,Toys,Product_450_Price
449,2,Home,Product_449_Tend
254,2,Home,Product_254_Information
41,3,Toys,Product_41_However
177,5,Clothing,Product_177_Read
517,5,Books,Product_517_Onto
840,6,Toys,Product_840_Bag
352,6,Toys,Product_352_Less
724,1,Home,Product_724_Resource
462,5,Electronics,Product_462_Break
64,4,Sports,Product_64_Arrive
700,5,Clothing,Product_700_Each
808,5,Sports,Product_808_Feel
222,1,Clothing,Product_222_Reality
980,2,Books,Product_980_Skin
998,3,Home,Product_998_Cause
193,1,Sports,Product_193_Life
586,3,Clothing,Product_586_Magazine
461,1,Toys,Product_461_Stop
43,6,Books,Product_43_Conference
3,4,Books,Product_3_Hand
595,1,Clothing,Product_595_Least
474,6,Clothing,Product_474_Dog
394,6,Sports,Product_394_West
689,3,Electronics,Product_689_Road
609,4,Toys,Product_609_Quality
630,3,Home,Product_630_Of
93,5,Clothing,Product_93_Total
764,1,Home,Product_764_Mind
736,6,Clothing,Product_736_Really
294,4,Home,Product_294_Environmental
378,1,Sports,Product_378_Movement
59,4,Toys,Product_59_Production
39,6,Clothing,Product_39_Couple
964,5,Home,Product_964_Hospital
473,3,Electronics,Product_473_A
741,1,Home,Product_741_Brother
102,2,Toys,Product_102_Hear
,3,Home,Product_909_Defense
912,4,Home,Product_912_Treatment
58,2,Electronics,Product_58_Speech
606,3,Books,Product_606_Ask
993,2,Electronics,Product_993_Cell
311,3,Books,Product_311_Might
647,5,Sports,Product_647_Author
825,3,Sports,Product_825_Law
481,5,Toys,Product_481_Claim
70,4,Toys,Product_70_Hour
451,1,Clothing,Product_451_Successful
155,6,Toys,Product_155_Success
324,6,Home,Product_324_Third
643,4,Sports,Product_643_Risk
331,2,Books,Product_331_Fund
992,3,Electronics,Product_992_Throw
651,2,Clothing,Product_651_New
,5,Electronics,Product_883_Power
579,4,Sports,Product_579_Respond
698,2,Clothing,Product_698_Major
460,6,Home,Product_460_Police
594,2,Clothing,Product_594_Light
578,1,Home,Product_578_Send
476,3,Toys,Product_476_Beautiful
506,1,Books,Product_506_Around
644,5,Electronics,Product_644_Resource
182,6,Electronics,Product_182_Oil
78,1,Toys,Product_78_Force
672,2,Electronics,Product_672_As
947,3,Clothing,Product_947_Share
617,6,Electronics,Product_617_Final
178,1,Sports,Product_178_Peace
203,6,Clothing,Product_203_Fact
263,5,Books,Product_263_Career
150,4,Sports,Product_150_Miss
106,4,Clothing,Product_106_Amount
242,2,Electronics,Product_242_Traditional
,3,Clothing,Product_996_System
661,6,Toys,Product_661_Law
903,2,Books,Product_903_Sense
152,3,Books,Product_152_Media
199,4,Clothing,Product_199_Look
735,4,Home,Product_735_Every
854,3,Electronics,Product_854_Reason
819,1,Books,Product_819_Back
858,5,Books,Product_858_Avoid
523,3,Books,Product_523_Page
79,5,Electronics,Product_79_Past
173,2,Toys,Product_173_East
342,5,Toys,Product_342_Agency
227,2,Books,Product_227_For
869,4,Books,Product_869_Whether
318,4,Sports,Product_318_Her
406,2,Electronics,Product_406_Police
81,6,Clothing,Product_81_Perform
537,3,Toys,Product_537_Work
862,1,Sports,Product_862_Long
604,1,Home,Product_604_Quickly
836,4,Home,Product_836_Agree
250,4,Sports,Product_250_Great
109,6,Electronics,Product_109_Money
448,2,Toys,Product_448_Those
91,2,Electronics,Product_91_Painting
371,3,Books,Product_371_Other
707,1,Home,Product_707_Case
472,3,Toys,Product_472_Perform
835,5,Clothing,Product_835_Central
176,2,Books,Product_176_Must
844,3,Books,Product_844_Hear
22,4,Electronics,Product_22_Policy
789,5,Clothing,Product_789_Feeling
897,2,Electronics,Product_897_Hold
794,1,Toys,Product_794_Idea
,3,Books,Product_428_Yard
656,4,Clothing,Product_656_Occur
727,5,Electronics,Product_727_Beat
415,5,Clothing,Product_415_White
894,4,Electronics,Product_894_Scene
891,5,Sports,Product_891_Real
,4,Clothing,Product_590_Set
951,2,Clothing,Product_951_Character
80,6,Home,Product_80_Ever
471,3,Home,Product_471_Old
,3,Clothing,Product_20_Suggest
447,3,Home,Product_447_Still
44,2,Home,Product_44_Maintain
760,2,Sports,Product_760_Deal
407,5,Books,Product_407_Industry
74,2,Electronics,Product_74_Official
923,2,Clothing,Product_923_For
,4,Clothing,Product_685_Have
573,4,Electronics,Product_573_Budget
513,1,Electronics,Product_513_View
236,2,Home,Product_236_Case
721,1,Toys,Product_721_Person
546,2,Books,Product_546_Election
390,3,Sports,Product_390_Mouth
133,4,Books,Product_133_Treatment
180,1,Electronics,Product_180_Body
817,1,Home,Product_817_Agreement
855,4,Home,Product_855_Section
510,6,Sports,Product_510_Myself
802,1,Electronics,Product_802_Concern
123,6,Home,Product_123_Accept
336,3,Sports,Product_336_Television
611,1,Electronics,Product_611_Least
949,4,Books,Product_949_Act
783,1,Home,Product_783_Consider
141,5,Toys,Product_141_Require
218,3,Electronics,Product_218_Role
217,1,Toys,Product_217_Box
466,4,Home,Product_466_Shoulder
210,3,Books,Product_210_Just
8,5,Books,Product_8_Manager
57,1,Electronics,Product_57_Care
614,5,Home,Product_614_Daughter
405,1,Toys,Product_405_Its
793,5,Electronics,Product_793_Process
47,3,Home,Product_47_Group
316,6,Clothing,Product_316_Attack
684,5,Toys,Product_684_Film
540,5,Clothing,Product_540_Center
499,1,Sports,Product_499_All
608,6,Sports,Product_608_Wife
814,2,Toys,Product_814_Dream
695,2,Home,Product_695_Newspaper
,6,Sports,Product_291_Scientist
114,1,Sports,Product_114_Society
965,1,Electronics,Product_965_Hold
354,5,Electronics,Product_354_Animal
117,1,Sports,Product_117_History
525,6,Clothing,Product_525_Beyond
774,3,Sports,Product_774_Why
853,5,Sports,Product_853_Machine
873,3,Electronics,Product_873_Democrat
425,2,Sports,Product_425_Ok
453,4,Books,Product_453_Great
622,2,Books,Product_622_Develop
498,3,Books,Product_498_Article
435,5,Sports,Product_435_Run
678,2,Home,Product_678_Their
22,4,Electronics,Product_22_Policy
279,1,Clothing,Product_279_Wind
84,1,Sports,Product_84_Parent
691,5,Toys,Product_691_Week
51,3,Sports,Product_51_Two
633,2,Toys,Product_633_Agency
773,5,Toys,Product_773_Action
959,5,Home,Product_959_Pressure
160,5,Electronics,Product_160_Impact
54,2,Sports,Product_54_We
87,6,Toys,Product_87_Population
611,1,Electronics,Product_611_Least
582,6,Electronics,Product_582_Store
796,1,Clothing,Product_796_Fall
987,5,Clothing,Product_987_Sit
917,6,Home,Product_917_Me
913,2,Clothing,Product_913_Force
379,1,Sports,Product_379_Area
162,1,Home,Product_162_Nothing
